canonical_id,from_score,from_evidence,from_reason,to_score,to_evidence,to_reason,score_changed,crossed_main_threshold
187,1,了解数字医疗服务市场趋势|熟悉医疗器械、病理诊断、医疗信息化行业,岗位核心是医学策略和临床研究，要求了解数字医疗和信息化行业属于辅助知识，移除后医学经理职责仍成立，因此为1分。不是0分因为明确要求了解数字医疗趋势；不是2分因为技术应用是辅助而非核心产出。,1,了解数字医疗服务市场趋势|熟悉医疗器械、病理诊断、医疗信息化行业,岗位主要产出是医学策略、培训和学术支持，数字医疗知识仅作为行业背景要求，移除后医学主业仍成立，故为auxiliary。未达core因无系统开发、数据分析等核心技术交付。,False,False
188,0,,岗位职责为烹饪、糕点制作、食堂管理，未明示要求任何数字工具、信息系统、编程或数据分析。因此为0分，不是1分（无辅助数字工具要求）。,0,,岗位职责为烹饪、糕点制作、食堂管理和卫生监督，未出现任何软件、数据、信息系统、编程或数字硬件等数字技术对象。,False,False
189,1,分析财务数据|一定的数据分析能力,岗位要求使用数据分析能力辅助财务工作，但核心产出仍是账务处理、报表编制等财务职责，属于辅助数字工具。不是0分（明确要求数据分析），也不是2分（数据分析非核心产出，未涉及软件开发或高级建模）。,1,分析财务数据|具备一定的数据分析能力,岗位主业是财务核算与预算，数据分析仅作为辅助工具出现，移除后岗位仍成立。未达到核心数据治理或建模程度，故为1而非2。,False,False
190,0,,岗位为市场营销岗，职责为客户拓展和客群经营，未明示要求使用数字工具、信息系统或数据分析。因此为0分，不是1分（无辅助数字工具要求）。,0,,岗位职责为客户拓展和营销，未明示任何数字技术对象；仅提及在线笔试，但那是招聘流程，非岗位职责。,False,False
191,0,,岗位为商务助理，职责包括跟单、合同制作、招投标等，未明示要求使用数字工具或数据分析。因此为0分，不是1分（无辅助数字工具要求）。,0,,职责为商务跟单、合同制作、招投标等，未出现软件、数据、信息系统等数字技术对象。,False,False
192,0,,岗位为车险查勘定损，职责为现场查勘、损失确定、理赔咨询，未明示要求使用数字工具或数据分析。因此为0分，不是1分（无辅助数字工具要求）。,0,,岗位为车险现场查勘与定损，涉及车辆、机械知识，但未明示任何数字技术对象。,False,False
193,1,熟悉B2B及互联网|熟练使用网络交流工具和社交网络,岗位要求使用B2B平台、互联网和网络工具辅助外贸业务开发，但核心产出仍是外贸销售，属于辅助数字工具。不是0分（明确要求数字工具），也不是2分（工具使用非核心产出）。,1,熟悉B2B及互联网|熟练使用网络交流工具和社交网络,外贸专员主业是客户开发与沟通，使用互联网和社交网络仅为辅助工具，移除后岗位仍成立。,False,False
194,2,IT基础建设|计算机软硬件维护管理|IT网络维护|网络管理与信息安全,岗位核心职责为IT基础设施建设和网络维护，属于信息系统运维，是核心数字技术。不是1分（运维是核心职责而非辅助），也不是3分（未涉及AI/ML）。,2,负责IT基础建设、计算机软硬件维护管理、IT网络维护|负责应用网络设备、应用服务器等例行检查和维护|及时排除计算机硬件及网络出现的故障,岗位核心产出是IT基础设施和网络运维，移除数字技术后岗位无法成立，故为2。未涉及AI，故非3。,False,False
195,0,,岗位为银行渠道主管，职责为渠道管理和客户服务，未明示要求使用数字工具或数据分析。因此为0分，不是1分（无辅助数字工具要求）。,0,,岗位职责为银行渠道管理和客户服务培训，未出现任何数字技术对象。,False,False
196,0,,岗位职责为线上查勘、定损和理赔咨询，未明示要求任何数字工具、编程或数据分析。移除技术后核心产出仍成立，因此为0分，不是1分。,0,,岗位职责为线上查勘、定损、理赔咨询，未明示任何软件、数据、信息系统、编程等数字技术对象。仅提及线上作业，但未说明使用何种数字工具或系统，不能推断为数字技术。,False,False
197,0,,岗位要求电子、电气、伺服控制等专业知识，但未明示使用数字工具或编程。维修和伺服控制知识属于专业领域，但原文未提及软件或数字技术，因此为0分，不是1分。,0,,仅有任职资格，未描述岗位职责，无法确定数字技术的使用性质，不能凭岗位名称推断。,False,False
198,0,,岗位为生产管理培训生，职责涉及管理能力，未明示要求任何数字工具或技术。移除技术后核心产出不变，因此为0分，不是1分。,0,,岗位为生产管理培训生，职责涉及陶瓷行业生产管理，未明示任何数字工具、软件、数据或信息系统要求。,False,False
200,0,,岗位为起重工，职责涉及吊装技术和安全，未明示要求数字工具或编程。因此为0分，不是1分。,0,,岗位为起重工，职责涉及吊装方案、起重机具选择、安全技术等，未明示任何数字技术对象。,False,False
201,1,熟练操作办公软件,岗位要求熟练操作办公软件，属于辅助数字工具，但核心职责是行政协调和供应链管理，移除办公软件后核心产出仍成立，因此为1分，不是0分（因明确要求办公软件）或2分（非核心数字技术）。,1,熟练操作办公软件,岗位主要产出是部门协调、供应链管理协助，办公软件仅作为辅助工具。移除办公软件后，协调管理主业仍成立，故为辅助。未达到核心，因未涉及系统开发、数据分析等。,False,False
202,1,熟悉PLC、变频器等工作原理和简单编程,电气设备工程师核心是设备故障诊断与维护，PLC和简单编程是辅助设备改造升级的工具，若移除这些技术，岗位核心产出仍成立，故为1分；不是2分因岗位不负责自动化系统开发等核心数字技术产出，不是0分因明确要求编程技能。,2,熟悉PLC、变频器等工作原理和简单编程|推进设备改造升级,岗位主要产出是现场电气设备故障分析解决，明确要求PLC、变频器编程和改造，数字技术是核心。移除编程和改造能力后，岗位无法成立。未涉及AI，故为2分。,True,True
203,0,,岗位为厂务技术员，职责涉及点检、数据记录和系统维护，但未明示要求使用数字工具或编程。数据记录可能涉及简单仪表，但原文未明确要求软件或数字技术，因此为0分，不是1分。,1,运行数据记录|消防系统及监控系统的巡检|能源消耗量日常统计,岗位主要产出是厂务系统点检、数据记录和统计，数字技术（数据记录、系统巡检）仅辅助主业。移除后，厂务运维仍成立。未达到核心，因未涉及系统开发、深度数据分析或运维。,True,False
204,1,"熟练使用剪辑软件|会PS、PR、AE,3Dmax、C4D等软件",岗位要求使用剪辑和建模软件，属于辅助数字工具，核心产出是视频制作，移除软件后无法完成，但软件使用是工具而非核心数字技术开发，因此为1分，不是2分（非软件开发或系统开发）。,1,"熟练使用剪辑软件|会PS、PR、AE,3Dmax、C4D等软件",岗位主要产出是视频拍摄和剪辑，剪辑软件和建模软件仅作为创作工具。移除数字工具后，视频创作主业仍成立，故为辅助。未达到核心，因未涉及软件开发或系统运维。,False,False
205,0,,岗位职责为行政人事管理、文案撰写、招聘等，未明示要求使用数字工具、信息系统、编程、数据、自动化或AI。移除任何数字技术后，行政人事核心产出仍成立，因此为0分，不是1分（无辅助数字工具要求）。,0,,岗位职责为行政人事管理、文案撰写、招聘等，未明示任何数字技术对象。任职资格仅要求执行能力、沟通等，无软件、数据或系统要求。因此technology_role为none，score为0。,False,False
